"","vote_2020","gender","education","state","household_income","race_ethnicity","census_region","employment","vote_intention","registration","age_group"
"219","0","Male","College Degree (such as B.A., B.S.)","MO","$50,000 to $54,999","White","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"220","1","Female","College Degree (such as B.A., B.S.)","OH","$90,000 to $94,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"221","0","Male","Associate Degree","TX","Less than $14,999","Other","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"222","0","Male","High school graduate","MD","$125,000 to $149,999","Black, or African American","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"223","0","Female","Completed some college, but no degree","AZ","$45,000 to $49,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"224","1","Male","College Degree (such as B.A., B.S.)","ME","$35,000 to $39,999","White","Northeast","Employed","Yes, I will vote","Registered","ages45to59"
"225","0","Male","High school graduate","CA","Less than $14,999","White","West","Employed","Not sure","Registered","ages18to29"
"226","1","Male","Doctorate degree","NJ","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"227","0","Female","Other post high school vocational training","OH","$35,000 to $39,999","White","Midwest","Unemployed or temporarily on layoff","Not sure","Registered","ages18to29"
"228","1","Male","Completed some college, but no degree","WI","$50,000 to $54,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages45to59"
"229","1","Male","Completed some college, but no degree","SC","$30,000 to $34,999","White","South","Employed","Yes, I will vote","Registered","ages45to59"
"230","1","Female","High school graduate","ID","$45,000 to $49,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"231","1","Female","College Degree (such as B.A., B.S.)","LA","$125,000 to $149,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"232","1","Male","Completed some college, but no degree","FL","$50,000 to $54,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"233","0","Male","High school graduate","MO","$45,000 to $49,999","Black, or African American","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"234","0","Male","High school graduate","CO","$200,000 to $249,999","White","West","Not in labor force","Yes, I will vote","Registered","ages18to29"
"235","1","Male","Completed some college, but no degree","PA","$20,000 to $24,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"236","1","Male","Doctorate degree","NH","$200,000 to $249,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"237","1","Male","College Degree (such as B.A., B.S.)","VA","$250,000 and above","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"238","1","Male","College Degree (such as B.A., B.S.)","NC","$35,000 to $39,999","Other","South","Employed","Yes, I will vote","Registered","ages30to44"
"239","0","Male","High school graduate","VA","$35,000 to $39,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages45to59"
"240","1","Male","Completed some college, but no degree","FL","Less than $14,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"241","0","Female","Completed some college, but no degree","NE","$25,000 to $29,999","White","Midwest","Employed","Yes, I will vote","Registered","ages60plus"
"242","0","Male","Masters degree","CA","$150,000 to $174,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"243","1","Female","Completed some high school","OR","$20,000 to $24,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"244","0","Female","College Degree (such as B.A., B.S.)","NJ","$100,000 to $124,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"245","0","Female","College Degree (such as B.A., B.S.)","PA","$60,000 to $64,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"246","0","Male","College Degree (such as B.A., B.S.)","WA","$95,000 to $99,999","White","West","Not in labor force","Yes, I will vote","Registered","ages60plus"
"247","0","Male","College Degree (such as B.A., B.S.)","FL","$60,000 to $64,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"248","0","Male","Completed some high school","CA","$65,000 to $69,999","Other asian or pacific islander","West","Employed","Yes, I will vote","Registered","ages30to44"
"249","1","Male","Masters degree","CA","$100,000 to $124,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"250","1","Female","Other post high school vocational training","AZ","$50,000 to $54,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"251","1","Male","Masters degree","NY","$150,000 to $174,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"252","1","Female","Completed some high school","TX","Less than $14,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"253","0","Female","Completed some college, but no degree","TX","$30,000 to $34,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"254","1","Male","Masters degree","FL","$70,000 to $74,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"255","0","Female","Completed some college, but no degree","CA","$40,000 to $44,999","White","West","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"256","0","Male","High school graduate","CO","Less than $14,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages45to59"
"257","0","Male","Completed some college, but no degree","FL","$70,000 to $74,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages18to29"
"258","1","Female","Completed some college, but no degree","MD","$60,000 to $64,999","White","South","Not in labor force","Yes, I will vote","Registered","ages60plus"
"259","1","Female","Completed some college, but no degree","KY","$35,000 to $39,999","White","South","Employed","Not sure","Registered","ages45to59"
"260","1","Female","Associate Degree","NY","Less than $14,999","White","Northeast","Employed","Yes, I will vote","Registered","ages18to29"
"261","1","Female","College Degree (such as B.A., B.S.)","CA","$150,000 to $174,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"262","0","Male","Completed some college, but no degree","NC","$35,000 to $39,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"263","1","Male","Doctorate degree","OH","$45,000 to $49,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"264","1","Female","Completed some college, but no degree","TX","$35,000 to $39,999","Other","South","Not in labor force","Yes, I will vote","Registered","ages18to29"
"265","0","Male","Completed some college, but no degree","CA","$20,000 to $24,999","White","West","Employed","Yes, I will vote","Registered","ages45to59"
"266","1","Male","High school graduate","NC","$100,000 to $124,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages30to44"
"267","0","Male","College Degree (such as B.A., B.S.)","IA","$150,000 to $174,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"268","0","Female","College Degree (such as B.A., B.S.)","CA","$60,000 to $64,999","White","West","Unemployed or temporarily on layoff","Not sure","Registered","ages45to59"
"269","1","Male","High school graduate","GA","$30,000 to $34,999","White","South","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages60plus"
"270","1","Female","Other post high school vocational training","AZ","$30,000 to $34,999","Black, or African American","West","Employed","Yes, I will vote","Registered","ages45to59"
"271","0","Female","Completed some college, but no degree","SC","Less than $14,999","Black, or African American","South","Employed","Yes, I will vote","Registered","ages30to44"
"272","0","Male","Associate Degree","OH","$75,000 to $79,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"273","0","Male","Masters degree","VA","$100,000 to $124,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"274","0","Male","Completed some college, but no degree","IN","Less than $14,999","White","Midwest","Not in labor force","Yes, I will vote","Registered","ages60plus"
"275","1","Male","Masters degree","GA","$150,000 to $174,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"276","1","Female","High school graduate","MA","$125,000 to $149,999","White","Northeast","Not in labor force","Yes, I will vote","Registered","ages60plus"
"277","1","Female","College Degree (such as B.A., B.S.)","MD","$175,000 to $199,999","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"278","1","Female","High school graduate","OH","$55,000 to $59,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"279","1","Male","Masters degree","NC","$250,000 and above","White","South","Employed","Yes, I will vote","Registered","ages30to44"
"280","0","Female","College Degree (such as B.A., B.S.)","WI","Less than $14,999","Other asian or pacific islander","Midwest","Unemployed or temporarily on layoff","Yes, I will vote","Registered","ages18to29"
"281","0","Female","High school graduate","IL","Less than $14,999","Black, or African American","Midwest","Employed","Yes, I will vote","Registered","ages18to29"
"282","0","Female","Completed some high school","HI","$25,000 to $29,999","Other asian or pacific islander","West","Employed","Not sure","Registered","ages30to44"
"283","0","Male","Completed some college, but no degree","CA","$45,000 to $49,999","Other","West","Employed","Yes, I will vote","Registered","ages30to44"
"284","1","Female","Masters degree","NY","$100,000 to $124,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"285","1","Male","Doctorate degree","CA","$200,000 to $249,999","White","West","Employed","Yes, I will vote","Registered","ages30to44"
"286","1","Male","Completed some high school","MO","$25,000 to $29,999","White","Midwest","Employed","Yes, I will vote","Registered","ages30to44"
"287","1","Female","College Degree (such as B.A., B.S.)","MI","$200,000 to $249,999","White","Midwest","Employed","Yes, I will vote","Registered","ages45to59"
"288","1","Male","College Degree (such as B.A., B.S.)","NY","$45,000 to $49,999","White","Northeast","Employed","Yes, I will vote","Registered","ages30to44"
"289","1","Female","Completed some college, but no degree","FL","$50,000 to $54,999","White","South","Employed","Yes, I will vote","Registered","ages18to29"
"290","0","Female","High school graduate","NV","Less than $14,999","Other","West","Employed","Yes, I will vote","Registered","ages18to29"
